item_key,unit,category,item,co2,source,match_key,match_tokens
beef and macaroni with cheese sauce,kg,food,Beef and macaroni with cheese sauce,99.48,combined_food_emissions,beef and macaroni with cheese sauce,"('beef', 'and', 'macaroni', 'with', 'cheese', 'sauce')"
beef and noodles no sauce,0.09,food,"beef and noodles, no sauce",99.48,Existing Dataset,beef and noodle no sauce,"('beef', 'and', 'noodle', 'no', 'sauce')"
beef and noodles no sauce,kg,food,"Beef and noodles, no sauce",99.48,combined_food_emissions,beef and noodle no sauce,"('beef', 'and', 'noodle', 'no', 'sauce')"
beef and noodles with cream or white sauce,0.063,food,beef and noodles with cream or white sauce,99.48,Existing Dataset,beef and noodle with cream or white sauce,"('beef', 'and', 'noodle', 'with', 'cream', 'or', 'white', 'sauce')"
beef and noodles with cream or white sauce,kg,food,Beef and noodles with cream or white sauce,99.48,combined_food_emissions,beef and noodle with cream or white sauce,"('beef', 'and', 'noodle', 'with', 'cream', 'or', 'white', 'sauce')"
beef and noodles with gravy,0.071,food,beef and noodles with gravy,99.48,Existing Dataset,beef and noodle with gravy,"('beef', 'and', 'noodle', 'with', 'gravy')"
beef and noodles with gravy,kg,food,Beef and noodles with gravy,99.48,combined_food_emissions,beef and noodle with gravy,"('beef', 'and', 'noodle', 'with', 'gravy')"
beef and noodles with meat sauce and cheese diet frozen meal,0.143,food,"beef and noodles with meat sauce and cheese, diet frozen meal",99.48,Existing Dataset,beef and noodle with meat sauce and cheese diet frozen meal,"('beef', 'and', 'noodle', 'with', 'meat', 'sauce', 'and', 'cheese', 'diet', 'frozen', 'meal')"
beef and noodles with meat sauce and cheese diet frozen meal,kg,food,"Beef and noodles with meat sauce and cheese, diet frozen meal",99.48,combined_food_emissions,beef and noodle with meat sauce and cheese diet frozen meal,"('beef', 'and', 'noodle', 'with', 'meat', 'sauce', 'and', 'cheese', 'diet', 'frozen', 'meal')"
beef and noodles with mushroom sauce,0.066,food,beef and noodles with mushroom sauce,99.48,Existing Dataset,beef and noodle with mushroom sauce,"('beef', 'and', 'noodle', 'with', 'mushroom', 'sauce')"
beef and noodles with mushroom sauce,kg,food,Beef and noodles with mushroom sauce,99.48,combined_food_emissions,beef and noodle with mushroom sauce,"('beef', 'and', 'noodle', 'with', 'mushroom', 'sauce')"
beef and noodles with soy based sauce,0.059,food,beef and noodles with soy-based sauce,99.48,Existing Dataset,beef and noodle with soy based sauce,"('beef', 'and', 'noodle', 'with', 'soy', 'based', 'sauce')"
beef and noodles with soy based sauce,kg,food,Beef and noodles with soy-based sauce,99.48,combined_food_emissions,beef and noodle with soy based sauce,"('beef', 'and', 'noodle', 'with', 'soy', 'based', 'sauce')"
beef and noodles with tomato based sauce,0.05,food,beef and noodles with tomato-based sauce,99.48,Existing Dataset,beef and noodle with tomato based sauce,"('beef', 'and', 'noodle', 'with', 'tomato', 'based', 'sauce')"
beef and noodles with tomato based sauce,kg,food,Beef and noodles with tomato-based sauce,99.48,combined_food_emissions,beef and noodle with tomato based sauce,"('beef', 'and', 'noodle', 'with', 'tomato', 'based', 'sauce')"
beef and potatoes no sauce,0.138,food,"beef and potatoes, no sauce",99.48,Existing Dataset,beef and potato no sauce,"('beef', 'and', 'potato', 'no', 'sauce')"
beef and potatoes no sauce,kg,food,"Beef and potatoes, no sauce",99.48,combined_food_emissions,beef and potato no sauce,"('beef', 'and', 'potato', 'no', 'sauce')"
beef and potatoes with cheese sauce,0.097,food,beef and potatoes with cheese sauce,99.48,Existing Dataset,beef and potato with cheese sauce,"('beef', 'and', 'potato', 'with', 'cheese', 'sauce')"
beef and potatoes with cheese sauce,kg,food,Beef and potatoes with cheese sauce,99.48,combined_food_emissions,beef and potato with cheese sauce,"('beef', 'and', 'potato', 'with', 'cheese', 'sauce')"
beef and potatoes with cream sauce white sauce or mushroom sauce,0.066,food,"beef and potatoes with cream sauce, white sauce or mushroom sauce",99.48,Existing Dataset,beef and potato with cream sauce white sauce or mushroom sauce,"('beef', 'and', 'potato', 'with', 'cream', 'sauce', 'white', 'sauce', 'or', 'mushroom', 'sauce')"
beef and potatoes with cream sauce white sauce or mushroom sauce,kg,food,"Beef and potatoes with cream sauce, white sauce or mushroom sauce",99.48,combined_food_emissions,beef and potato with cream sauce white sauce or mushroom sauce,"('beef', 'and', 'potato', 'with', 'cream', 'sauce', 'white', 'sauce', 'or', 'mushroom', 'sauce')"
beef and rice no sauce,0.058,food,"beef and rice, no sauce",99.48,Existing Dataset,beef and rice no sauce,"('beef', 'and', 'rice', 'no', 'sauce')"
beef and rice no sauce,kg,food,"Beef and rice, no sauce",99.48,combined_food_emissions,beef and rice no sauce,"('beef', 'and', 'rice', 'no', 'sauce')"
beef and rice soup puerto rican style,0.069,food,"beef and rice soup, puerto rican style",99.48,Existing Dataset,beef and rice soup puerto rican style,"('beef', 'and', 'rice', 'soup', 'puerto', 'rican', 'style')"
beef and rice soup puerto rican style,kg,food,"Beef and rice soup, Puerto Rican style",99.48,combined_food_emissions,beef and rice soup puerto rican style,"('beef', 'and', 'rice', 'soup', 'puerto', 'rican', 'style')"
beef and rice with cheese sauce,0.071,food,beef and rice with cheese sauce,99.48,Existing Dataset,beef and rice with cheese sauce,"('beef', 'and', 'rice', 'with', 'cheese', 'sauce')"
beef and rice with cheese sauce,kg,food,Beef and rice with cheese sauce,99.48,combined_food_emissions,beef and rice with cheese sauce,"('beef', 'and', 'rice', 'with', 'cheese', 'sauce')"
beef and rice with cream sauce,0.047,food,beef and rice with cream sauce,99.48,Existing Dataset,beef and rice with cream sauce,"('beef', 'and', 'rice', 'with', 'cream', 'sauce')"
beef and rice with cream sauce,kg,food,Beef and rice with cream sauce,99.48,combined_food_emissions,beef and rice with cream sauce,"('beef', 'and', 'rice', 'with', 'cream', 'sauce')"
beef and rice with gravy,0.053,food,beef and rice with gravy,99.48,Existing Dataset,beef and rice with gravy,"('beef', 'and', 'rice', 'with', 'gravy')"
beef and rice with gravy,kg,food,Beef and rice with gravy,99.48,combined_food_emissions,beef and rice with gravy,"('beef', 'and', 'rice', 'with', 'gravy')"
beef and rice with mushroom sauce,0.049,food,beef and rice with mushroom sauce,99.48,Existing Dataset,beef and rice with mushroom sauce,"('beef', 'and', 'rice', 'with', 'mushroom', 'sauce')"
beef and rice with mushroom sauce,kg,food,Beef and rice with mushroom sauce,99.48,combined_food_emissions,beef and rice with mushroom sauce,"('beef', 'and', 'rice', 'with', 'mushroom', 'sauce')"
beef and rice with soy based sauce,0.066,food,beef and rice with soy-based sauce,99.48,Existing Dataset,beef and rice with soy based sauce,"('beef', 'and', 'rice', 'with', 'soy', 'based', 'sauce')"
beef and rice with soy based sauce,kg,food,Beef and rice with soy-based sauce,99.48,combined_food_emissions,beef and rice with soy based sauce,"('beef', 'and', 'rice', 'with', 'soy', 'based', 'sauce')"
beef and rice with tomato based sauce,0.082,food,beef and rice with tomato-based sauce,99.48,Existing Dataset,beef and rice with tomato based sauce,"('beef', 'and', 'rice', 'with', 'tomato', 'based', 'sauce')"
beef and rice with tomato based sauce,kg,food,Beef and rice with tomato-based sauce,99.48,combined_food_emissions,beef and rice with tomato based sauce,"('beef', 'and', 'rice', 'with', 'tomato', 'based', 'sauce')"
beef and vegetables excluding carrots broccoli and dark green leafy no potatoes gravy,0.043,food,"beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",99.48,Existing Dataset,beef and vegetable excluding carrot broccoli and dark green leafy no potato gravy,"('beef', 'and', 'vegetable', 'excluding', 'carrot', 'broccoli', 'and', 'dark', 'green', 'leafy', 'no', 'potato', 'gravy')"
beef and vegetables excluding carrots broccoli and dark green leafy no potatoes gravy,kg,food,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",99.48,combined_food_emissions,beef and vegetable excluding carrot broccoli and dark green leafy no potato gravy,"('beef', 'and', 'vegetable', 'excluding', 'carrot', 'broccoli', 'and', 'dark', 'green', 'leafy', 'no', 'potato', 'gravy')"
beef and vegetables excluding carrots broccoli and dark green leafy no potatoes no sauce,0.047,food,"beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",99.48,Existing Dataset,beef and vegetable excluding carrot broccoli and dark green leafy no potato no sauce,"('beef', 'and', 'vegetable', 'excluding', 'carrot', 'broccoli', 'and', 'dark', 'green', 'leafy', 'no', 'potato', 'no', 'sauce')"
beef and vegetables excluding carrots broccoli and dark green leafy no potatoes no sauce,kg,food,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",99.48,combined_food_emissions,beef and vegetable excluding carrot broccoli and dark green leafy no potato no sauce,"('beef', 'and', 'vegetable', 'excluding', 'carrot', 'broccoli', 'and', 'dark', 'green', 'leafy', 'no', 'potato', 'no', 'sauce')"
beef and vegetables excluding carrots broccoli and dark green leafy no potatoes soy based sauce,0.09,food,"beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",99.48,Existing Dataset,beef and vegetable excluding carrot broccoli and dark green leafy no potato soy based sauce,"('beef', 'and', 'vegetable', 'excluding', 'carrot', 'broccoli', 'and', 'dark', 'green', 'leafy', 'no', 'potato', 'soy', 'based', 'sauce')"
beef and vegetables excluding carrots broccoli and dark green leafy no potatoes soy based sauce,kg,food,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",99.48,combined_food_emissions,beef and vegetable excluding carrot broccoli and dark green leafy no potato soy based sauce,"('beef', 'and', 'vegetable', 'excluding', 'carrot', 'broccoli', 'and', 'dark', 'green', 'leafy', 'no', 'potato', 'soy', 'based', 'sauce')"
beef and vegetables hawaiian style,0.121,food,"beef and vegetables, hawaiian style",99.48,Existing Dataset,beef and vegetable hawaiian style,"('beef', 'and', 'vegetable', 'hawaiian', 'style')"
beef and vegetables hawaiian style,kg,food,"Beef and vegetables, Hawaiian style",99.48,combined_food_emissions,beef and vegetable hawaiian style,"('beef', 'and', 'vegetable', 'hawaiian', 'style')"
beef and vegetables including carrots broccoli and or dark green leafy no potatoes gravy,0.044,food,"beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",99.48,Existing Dataset,beef and vegetable including carrot broccoli and or dark green leafy no potato gravy,"('beef', 'and', 'vegetable', 'including', 'carrot', 'broccoli', 'and', 'or', 'dark', 'green', 'leafy', 'no', 'potato', 'gravy')"
beef and vegetables including carrots broccoli and or dark green leafy no potatoes gravy,kg,food,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",99.48,combined_food_emissions,beef and vegetable including carrot broccoli and or dark green leafy no potato gravy,"('beef', 'and', 'vegetable', 'including', 'carrot', 'broccoli', 'and', 'or', 'dark', 'green', 'leafy', 'no', 'potato', 'gravy')"
beef and vegetables including carrots broccoli and or dark green leafy no potatoes no sauce,0.054,food,"beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",99.48,Existing Dataset,beef and vegetable including carrot broccoli and or dark green leafy no potato no sauce,"('beef', 'and', 'vegetable', 'including', 'carrot', 'broccoli', 'and', 'or', 'dark', 'green', 'leafy', 'no', 'potato', 'no', 'sauce')"
beef and vegetables including carrots broccoli and or dark green leafy no potatoes no sauce,kg,food,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",99.48,combined_food_emissions,beef and vegetable including carrot broccoli and or dark green leafy no potato no sauce,"('beef', 'and', 'vegetable', 'including', 'carrot', 'broccoli', 'and', 'or', 'dark', 'green', 'leafy', 'no', 'potato', 'no', 'sauce')"
beef and vegetables including carrots broccoli and or dark green leafy no potatoes soy based sauce,0.056,food,"beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",99.48,Existing Dataset,beef and vegetable including carrot broccoli and or dark green leafy no potato soy based sauce,"('beef', 'and', 'vegetable', 'including', 'carrot', 'broccoli', 'and', 'or', 'dark', 'green', 'leafy', 'no', 'potato', 'soy', 'based', 'sauce')"
beef and vegetables including carrots broccoli and or dark green leafy no potatoes soy based sauce,kg,food,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",99.48,combined_food_emissions,beef and vegetable including carrot broccoli and or dark green leafy no potato soy based sauce,"('beef', 'and', 'vegetable', 'including', 'carrot', 'broccoli', 'and', 'or', 'dark', 'green', 'leafy', 'no', 'potato', 'soy', 'based', 'sauce')"
beef baby food junior,0.148,food,"beef, baby food, junior",27.0,Existing Dataset,beef baby food junior,"('beef', 'baby', 'food', 'junior')"
beef baby food junior,kg,food,"Beef, baby food, junior",27.0,combined_food_emissions,beef baby food junior,"('beef', 'baby', 'food', 'junior')"
beef baby food ns as to strained or junior,0.148,food,"beef, baby food, ns as to strained or junior",27.0,Existing Dataset,beef baby food ns as to strained or junior,"('beef', 'baby', 'food', 'ns', 'as', 'to', 'strained', 'or', 'junior')"
beef baby food ns as to strained or junior,kg,food,"Beef, baby food, NS as to strained or junior",27.0,combined_food_emissions,beef baby food ns as to strained or junior,"('beef', 'baby', 'food', 'ns', 'as', 'to', 'strained', 'or', 'junior')"
beef baby food strained,0.148,food,"beef, baby food, strained",27.0,Existing Dataset,beef baby food strained,"('beef', 'baby', 'food', 'strained')"
beef baby food strained,kg,food,"Beef, baby food, strained",27.0,combined_food_emissions,beef baby food strained,"('beef', 'baby', 'food', 'strained')"
beef bacon cooked,0.116,food,"beef, bacon, cooked",27.0,Existing Dataset,beef bacon cooked,"('beef', 'bacon', 'cooked')"
beef bacon cooked,kg,food,"Beef, bacon, cooked",27.0,combined_food_emissions,beef bacon cooked,"('beef', 'bacon', 'cooked')"
beef bacon reduced sodium cooked,0.164,food,"beef, bacon, reduced sodium, cooked",27.0,Existing Dataset,beef bacon reduced sodium cooked,"('beef', 'bacon', 'reduced', 'sodium', 'cooked')"
